sr_code,name,email,password,birthdate,gender,civil_status,scholar,working_student,activities,transportation,accommodation,characteristics,interest,subjects_enrolled,year_started,year_level,target_gwa,learning_style,attended_seminars
19-30779,Stephanie Spaulding,19-30779@g.batstate-u.edu.ph,"NE,3FuXmvb",1999-05-11,Female,Single,True,False,True,Bus,Apartment,"Self-Disciplined, Obedient, Adventurous, Ambitious, Witty","Volunteering, Art","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Logical / Patterns, Intuitive",8
20-38349,Karl Martinez,20-38349@g.batstate-u.edu.ph,8xN<K*4b,2000-02-28,Male,Single,False,False,False,Bus,Apartment,"Careful, Self-Disciplined, Witty, Punctual, Obedient, Confident","Yoga, Games, Photography, Dancing","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Intuitive, Logical / Patterns, Social",5
21-36786,Timothy Modi,21-36786@g.batstate-u.edu.ph,R3)s!QUPa,2003-05-08,Male,Single,False,True,False,Bus,Dormitory,"Creative, Witty, Consitent, Careful, Alert, Diligent","Programming, Photography, Volunteering, Food","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Kinaesthetic / Hands-on, Intuitive",2
22-31118,Jennifer Vrabel,22-31118@g.batstate-u.edu.ph,D4AMRd&7,2002-11-20,Female,Single,True,False,False,Bus,With Family,"Confident, Honest, Creative, Punctual, Consitent","Photography, Sports, Dancing, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Social, Kinaesthetic / Hands-on, Auditory, Logical / Patterns",3
22-43923,Christina Baier,22-43923@g.batstate-u.edu.ph,rGw0S^#v<,2004-03-13,Female,Single,True,False,False,Bus,Apartment,"Careful, Obedient, Analytical, Creative","Travel, Games","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Kinaesthetic / Hands-on, Read/Write, Social",3
22-98168,Caitlyn Mcclendon,22-98168@g.batstate-u.edu.ph,Hfy7N3v&E,2003-09-19,Female,Single,True,False,False,Private Car / Taxi,With Family,"Persistent, Responsible, Careful, Cooperative","Games, Art, Photography, Programming","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Intuitive, Kinaesthetic / Hands-on, Social, Visual",1
19-52717,Beverly Mulherin,19-52717@g.batstate-u.edu.ph,S)65%Gfb,2001-04-25,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Diligent, Careful, Witty","Programming, Sports, Travel, Music","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Intuitive, Auditory, Logical / Patterns, Social, Visual",8
21-61658,Frances Hsu,21-61658@g.batstate-u.edu.ph,Prh^0E2YAN,2002-08-06,Female,Single,False,True,False,Bus,Apartment,"Alert, Ambitious, Confident","Sports, Music, Dancing, Art","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Read/Write, Auditory, Logical / Patterns, Kinaesthetic / Hands-on",8
22-71627,Bruce Garcia,22-71627@g.batstate-u.edu.ph,!6$gnq#TE,2004-03-01,Male,Single,True,False,False,Bus,Dormitory,"Self-Disciplined, Alert, Consitent, Obedient, Careful","Music, Sports, Travel, Art","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Visual, Auditory, Intuitive, Logical / Patterns, Kinaesthetic / Hands-on, Read/Write",4
22-49337,Melissa Wilson,22-49337@g.batstate-u.edu.ph,I-jBMt9O,2004-03-14,Female,Single,True,True,False,Bus,Apartment,"Persistent, Adaptable, Alert","Programming, Food, Music","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Intuitive, Read/Write, Visual, Kinaesthetic / Hands-on, Logical / Patterns",3
19-68114,William Birch,19-68114@g.batstate-u.edu.ph,Mc!G*0Tbg,2000-05-16,Male,Single,False,False,False,Private Car / Taxi,Other,"Cooperative, Consitent, Creative, Persistent","Music, Art","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Kinaesthetic / Hands-on, Logical / Patterns, Intuitive",2
21-60869,Librada Herrera,21-60869@g.batstate-u.edu.ph,vP3xC(9Y,2003-08-06,Female,Single,True,False,False,Bus,Dormitory,"Punctual, Persistent, Alert, Careful","Sports, Yoga","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Read/Write, Intuitive, Logical / Patterns, Auditory, Kinaesthetic / Hands-on",0
21-06242,Harry Talbot,21-06242@g.batstate-u.edu.ph,"3=zE,u.u",2001-07-07,Male,Single,False,False,False,Private Car / Taxi,With Family,"Alert, Adaptable, Adventurous, Diligent, Creative","Dancing, Photography, Travel, Food","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Logical / Patterns, Read/Write, Auditory, Intuitive",7
20-81904,Kyong Weems,20-81904@g.batstate-u.edu.ph,+5S#nDR1,2001-02-11,Female,Single,True,False,False,Bicycle,Apartment,"Ambitious, Confident, Self-Disciplined, Analytical, Creative, Careful","Food, Programming","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Visual, Auditory",3
22-55602,Marianne Johnson,22-55602@g.batstate-u.edu.ph,"bE!IE4b,3x",2002-12-13,Female,Married,False,False,False,Bus,With Family,"Analytical, Creative, Cooperative","Art, Volunteering, Dancing","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Intuitive, Read/Write, Auditory",1
22-47774,Charles Burtch,22-47774@g.batstate-u.edu.ph,"U3n_9,Lvj",2002-04-07,Male,Single,True,True,False,Private Car / Taxi,Dormitory,"Responsible, Witty, Alert","Yoga, Art, Volunteering, Reading Books","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Read/Write, Visual",3
21-94742,Jerome Latta,21-94742@g.batstate-u.edu.ph,D^)3X.Cv,2003-03-30,Male,Single,False,True,True,Private Car / Taxi,Dormitory,"Adaptable, Ambitious, Analytical, Alert, Cooperative","Reading Books, Sports, Programming, Art","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Social, Visual",2
21-64382,Jimmy Kettl,21-64382@g.batstate-u.edu.ph,Pfmj=e8lx?,2003-01-21,Male,Single,True,False,False,Bus,With Family,"Witty, Alert, Consitent","Yoga, Music, Dancing","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Visual, Kinaesthetic / Hands-on",6
19-94991,Janelle Barry,19-94991@g.batstate-u.edu.ph,"x3%,Sd5*-J",1999-08-21,Female,Single,False,False,False,Bus,Dormitory,"Obedient, Witty, Consitent, Punctual, Alert, Diligent","Games, Music, Reading Books","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Intuitive, Visual",2
20-81976,Antonio Collura,20-81976@g.batstate-u.edu.ph,V=pik94j+N,2001-02-20,Male,Married,False,False,False,Bicycle,With Family,"Creative, Careful, Honest, Adventurous, Adaptable","Art, Travel, Games","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.25,"Social, Kinaesthetic / Hands-on, Intuitive, Read/Write",10
21-39675,Miguel Mueller,21-39675@g.batstate-u.edu.ph,p2^JaZ9i_,2003-06-11,Male,Single,True,False,True,Private Car / Taxi,With Family,"Self-Disciplined, Obedient, Ambitious, Adaptable","Programming, Sports","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Visual, Logical / Patterns, Auditory, Social, Kinaesthetic / Hands-on, Read/Write",7
20-81813,Deanna Jenkins,20-81813@g.batstate-u.edu.ph,p(h7S(+4OK,2002-09-09,Female,Single,True,False,False,Private Car / Taxi,With Family,"Cooperative, Confident, Analytical, Ambitious, Adaptable","Music, Dancing, Food","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Logical / Patterns, Visual, Kinaesthetic / Hands-on",9
21-87351,Francis Tienda,21-87351@g.batstate-u.edu.ph,Q71=uRenhq,2003-08-08,Male,Single,False,False,False,Private Car / Taxi,With Family,"Diligent, Consitent, Confident, Adventurous, Creative","Travel, Sports","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Read/Write, Social, Auditory",3
21-49827,Beverly Mckenna,21-49827@g.batstate-u.edu.ph,5g+6s5xv+T,2003-09-19,Female,Single,False,True,False,Private Car / Taxi,Other,"Confident, Self-Disciplined, Punctual","Art, Photography, Reading Books","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Logical / Patterns, Visual, Read/Write, Kinaesthetic / Hands-on",10
22-28611,David Johnson,22-28611@g.batstate-u.edu.ph,<aDrpq2$,2002-04-29,Male,Married,False,False,False,Private Car / Taxi,With Family,"Obedient, Adaptable, Careful","Art, Reading Books, Sports","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Intuitive, Auditory, Visual",1
20-69745,William Stoner,20-69745@g.batstate-u.edu.ph,vervcD&T1,2000-09-08,Male,Single,True,False,False,Private Car / Taxi,Dormitory,"Cooperative, Self-Disciplined, Analytical, Responsible, Careful, Adventurous","Programming, Art","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Read/Write, Intuitive, Logical / Patterns",1
19-79523,Nelly Baber,19-79523@g.batstate-u.edu.ph,qBgn=O2)aa,2001-10-25,Female,Single,True,True,False,Private Car / Taxi,Dormitory,"Careful, Ambitious, Diligent, Punctual, Analytical","Travel, Programming","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Social, Read/Write, Auditory, Intuitive, Visual, Kinaesthetic / Hands-on",0
20-42362,Paul Elick,20-42362@g.batstate-u.edu.ph,Z1Ne8y=jm*,2001-04-11,Male,Single,False,False,True,Bus,Apartment,"Adaptable, Alert, Self-Disciplined","Yoga, Programming, Food, Volunteering","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Intuitive, Social",10
19-87319,Anne Perez,19-87319@g.batstate-u.edu.ph,NsxjW=5y,2001-06-06,Female,Single,True,False,True,Bus,Apartment,"Careful, Analytical, Responsible, Self-Disciplined","Volunteering, Sports, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Visual, Auditory, Intuitive, Logical / Patterns",9
21-55923,Carolyn White,21-55923@g.batstate-u.edu.ph,n$4^*Igi,2001-07-25,Female,Single,True,True,False,Bus,With Family,"Diligent, Witty, Creative","Travel, Food, Yoga","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Visual, Auditory, Intuitive, Social",4
19-75677,Anthony Tuttle,19-75677@g.batstate-u.edu.ph,"Fl.bH,6i&c",2001-01-23,Male,Single,True,False,False,Private Car / Taxi,With Family,"Diligent, Confident, Careful, Persistent, Consitent, Honest","Dancing, Volunteering, Sports, Art","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Intuitive, Visual, Read/Write",9
21-22245,Bruce Bruce,21-22245@g.batstate-u.edu.ph,^^5iJF6ICn,2003-12-18,Male,Single,False,False,False,Bus,Apartment,"Punctual, Diligent, Alert, Witty, Cooperative","Photography, Food, Music","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Kinaesthetic / Hands-on, Visual, Auditory, Logical / Patterns, Intuitive, Read/Write",9
19-63680,Margaret Willis,19-63680@g.batstate-u.edu.ph,<sD6>p.u!,2000-03-03,Female,Single,False,False,False,Private Car / Taxi,Apartment,"Analytical, Alert, Witty, Consitent","Volunteering, Food, Travel, Sports","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Auditory, Visual, Logical / Patterns, Kinaesthetic / Hands-on, Intuitive, Social",2
21-72951,Margaret Lott,21-72951@g.batstate-u.edu.ph,.oVv7+=p1E,2001-03-17,Female,Single,True,False,True,Private Car / Taxi,Dormitory,"Consitent, Responsible, Obedient, Witty, Persistent, Diligent","Music, Reading Books, Photography, Yoga","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Intuitive, Auditory, Visual, Logical / Patterns, Read/Write, Social",0
20-74714,Andrea Koehler,20-74714@g.batstate-u.edu.ph,B.0=fvzw,2000-07-03,Female,Single,True,True,False,Private Car / Taxi,Dormitory,"Consitent, Analytical, Confident, Adventurous, Punctual","Travel, Reading Books, Sports","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1,"Auditory, Kinaesthetic / Hands-on, Read/Write, Logical / Patterns, Intuitive",8
22-47079,Adam Cantor,22-47079@g.batstate-u.edu.ph,_yt0+K-T,2002-09-27,Male,Single,True,False,False,Bus,Apartment,"Self-Disciplined, Analytical, Adaptable, Alert, Consitent","Sports, Music, Photography, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Read/Write, Intuitive, Kinaesthetic / Hands-on, Visual, Logical / Patterns, Auditory",3
21-15582,Leonard White,21-15582@g.batstate-u.edu.ph,j2=?Yg<A0,2002-07-11,Male,Single,False,False,False,Private Car / Taxi,With Family,"Witty, Careful, Obedient, Adventurous, Adaptable","Dancing, Music","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Intuitive, Logical / Patterns, Social, Auditory",7
19-82524,George Wisdom,19-82524@g.batstate-u.edu.ph,9kmfa#E+%Y,2000-10-29,Male,Single,False,False,False,Bus,Dormitory,"Witty, Analytical, Honest, Obedient, Confident","Food, Reading Books, Art, Travel","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Visual, Intuitive",5
19-81043,Bethany Joyner,19-81043@g.batstate-u.edu.ph,V2qIS)Vgd,2000-05-10,Female,Married,True,False,False,Bus,Dormitory,"Persistent, Alert, Analytical, Diligent, Cooperative","Photography, Volunteering, Sports, Games","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Social, Visual, Intuitive, Read/Write, Logical / Patterns",9
21-67012,Sheila Barron,21-67012@g.batstate-u.edu.ph,UK-8sxV0#,2001-05-24,Female,Single,False,False,False,Bus,Dormitory,"Responsible, Honest, Alert","Dancing, Music, Travel, Art","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Visual, Logical / Patterns, Social",6
21-13440,Gloria Sullens,21-13440@g.batstate-u.edu.ph,fGK^f3H)2w,2003-06-19,Female,Single,True,True,False,Private Car / Taxi,Apartment,"Ambitious, Honest, Punctual","Travel, Food, Sports","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Intuitive, Auditory, Social",6
22-54274,Jenifer Brasil,22-54274@g.batstate-u.edu.ph,Aap__.dv0K,2002-02-14,Female,Single,True,False,False,Private Car / Taxi,With Family,"Punctual, Honest, Obedient, Adventurous, Witty","Sports, Programming, Games","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Intuitive, Read/Write, Visual, Auditory",10
22-42799,Robert Sisson,22-42799@g.batstate-u.edu.ph,*VzP22bduc,2003-05-28,Male,Single,False,False,False,Bus,With Family,"Punctual, Creative, Analytical, Careful","Reading Books, Games, Programming","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Logical / Patterns, Intuitive, Kinaesthetic / Hands-on, Visual, Auditory",4
22-58940,Ron Lacy,22-58940@g.batstate-u.edu.ph,F1Ne!n#a,2002-09-04,Male,Single,False,False,False,Other,Apartment,"Honest, Adaptable, Alert","Programming, Volunteering, Art, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Read/Write, Kinaesthetic / Hands-on, Auditory, Visual, Logical / Patterns, Social",3
21-90537,Antonio Hutchison,21-90537@g.batstate-u.edu.ph,Z)nlah6x,2001-03-23,Male,Single,False,False,True,Bus,Apartment,"Witty, Analytical, Obedient","Yoga, Art","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Intuitive, Logical / Patterns",0
19-98254,Richard Fahrlander,19-98254@g.batstate-u.edu.ph,19x#LKmP?y,2000-06-19,Male,Single,True,False,True,Bus,With Family,"Self-Disciplined, Confident, Alert, Obedient, Adaptable, Analytical","Games, Art, Music","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Social, Read/Write, Logical / Patterns, Visual",6
19-97075,Constance Russell,19-97075@g.batstate-u.edu.ph,<jW8)d%),1999-11-29,Female,Single,True,True,True,Private Car / Taxi,Dormitory,"Analytical, Obedient, Ambitious, Adaptable, Cooperative","Programming, Music, Dancing, Volunteering","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Social, Visual",9
22-95517,Bernard Hamilton,22-95517@g.batstate-u.edu.ph,lF!S#Bm17,2003-08-21,Male,Single,False,False,False,Private Car / Taxi,With Family,"Analytical, Adaptable, Punctual, Cooperative, Honest, Careful","Art, Food, Sports","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Logical / Patterns, Read/Write, Intuitive",6
22-43912,Charles Ashley,22-43912@g.batstate-u.edu.ph,WF)#)Y6t>,2004-02-02,Male,Single,True,False,True,Bus,Dormitory,"Adaptable, Ambitious, Careful, Self-Disciplined","Dancing, Yoga, Reading Books, Programming","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Visual, Kinaesthetic / Hands-on, Auditory, Intuitive, Social",7
19-15780,Gwendolyn Brown,19-15780@g.batstate-u.edu.ph,hsa6lh(D,2001-10-05,Female,Single,True,False,True,Bus,With Family,"Responsible, Persistent, Adventurous, Honest","Sports, Programming, Dancing","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Intuitive, Social, Auditory, Kinaesthetic / Hands-on, Logical / Patterns",6
19-67304,Kim Hoffman,19-67304@g.batstate-u.edu.ph,Su^sdr?h-3,2000-03-02,Female,Single,False,False,False,Bicycle,Apartment,"Responsible, Alert, Punctual, Self-Disciplined","Travel, Volunteering, Photography","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Visual, Social, Intuitive, Auditory",0
19-19475,Melinda Beaushaw,19-19475@g.batstate-u.edu.ph,!TF1Nti!,2001-04-23,Female,Single,True,False,False,Private Car / Taxi,Other,"Diligent, Adventurous, Adaptable","Programming, Photography, Yoga","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Logical / Patterns, Social, Visual",8
21-33750,Kristan Rogge,21-33750@g.batstate-u.edu.ph,>7s9&Up-%1,2003-12-13,Female,Single,True,False,False,Private Car / Taxi,Apartment,"Analytical, Adventurous, Persistent, Obedient","Sports, Programming, Travel, Music","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Visual, Auditory, Social",10
19-32193,Esther Reyes,19-32193@g.batstate-u.edu.ph,fM1gW(aO%e,2000-11-13,Female,Married,True,False,False,Bus,Apartment,"Consitent, Cooperative, Responsible, Adventurous","Photography, Art","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Auditory, Kinaesthetic / Hands-on, Logical / Patterns, Social",9
21-72290,Margaret Bouy,21-72290@g.batstate-u.edu.ph,xSP1a_1rv,2003-11-29,Female,Single,True,False,False,Bus,Apartment,"Self-Disciplined, Cooperative, Careful","Games, Photography","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Social, Read/Write, Kinaesthetic / Hands-on",6
19-40302,Rosie Mckinnon,19-40302@g.batstate-u.edu.ph,V2b*!_gU,1999-01-09,Female,Single,False,False,False,Bus,Dormitory,"Responsible, Cooperative, Consitent, Analytical, Persistent, Self-Disciplined","Music, Photography, Travel, Sports","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Kinaesthetic / Hands-on, Visual, Auditory, Social, Read/Write, Intuitive",10
21-00272,Janet Brandenburg,21-00272@g.batstate-u.edu.ph,.<mWvPx5.,2001-07-08,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Cooperative, Alert, Self-Disciplined, Honest","Art, Reading Books, Travel, Dancing","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Read/Write, Logical / Patterns, Intuitive, Auditory",7
20-45974,Cheryl Bledsoe,20-45974@g.batstate-u.edu.ph,",5T>-tSj#",2000-04-28,Female,Single,False,False,False,Private Car / Taxi,Apartment,"Analytical, Adaptable, Diligent, Adventurous, Careful, Alert","Food, Dancing, Yoga","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Auditory, Visual, Logical / Patterns, Intuitive, Read/Write",9
20-03867,Michel Dorman,20-03867@g.batstate-u.edu.ph,uhP#Kas4,2002-09-03,Male,Single,True,False,False,Private Car / Taxi,Other,"Obedient, Consitent, Ambitious, Adventurous","Games, Programming, Food, Sports","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1,"Logical / Patterns, Visual, Social, Intuitive",5
21-70058,Raymond Mccoy,21-70058@g.batstate-u.edu.ph,",l7l#oW_v",2003-01-31,Male,Single,False,False,False,Bicycle,With Family,"Self-Disciplined, Obedient, Consitent, Careful, Diligent","Sports, Games, Art","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Visual, Social, Auditory, Logical / Patterns, Intuitive, Read/Write",4
